task_id,exclusion_reason_code,review_notes
B-EARN-US-20230714-JPM,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20230725-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20230803-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20231013-JPM,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20231024-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20231102-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20240112-JPM,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20240130-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20240201-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20240412-JPM,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20240425-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20240502-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20240730-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20240801-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20241011-JPM,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20241030-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20241031-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20250115-JPM,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20250129-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20250130-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20250411-JPM,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20250430-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20250501-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20250715-JPM,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20250730-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20250731-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20251014-JPM,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20251029-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20251030-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20260113-JPM,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20260128-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20260129-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20260414-JPM,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20260429-MSFT,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-EARN-US-20260430-AAPL,human_attestation_missing,已采集 earnings 第一方公告及 reaction close 快照；等待独立人工签核。
B-MACRO-CN_A-20241018-GDP-601398,human_attestation_missing,已采集宏观事件第一方发布快照；等待独立人工签核。
B-MACRO-CN_A-20241109-CPI-601318,human_attestation_missing,已采集宏观事件第一方发布快照；等待独立人工签核。
B-MACRO-CN_A-20241130-PMI-300750,human_attestation_missing,已采集宏观事件第一方发布快照；等待独立人工签核。
B-MACRO-CN_A-20250109-CPI-600519,human_attestation_missing,已采集宏观事件第一方发布快照；等待独立人工签核。
B-MACRO-CN_A-20250127-PMI-601318,human_attestation_missing,已采集宏观事件第一方发布快照；等待独立人工签核。
B-MACRO-HK-20241031-GDP-0700,human_attestation_missing,已采集宏观事件第一方发布快照；等待独立人工签核。
B-MACRO-HK-20241121-CPI-0005,human_attestation_missing,已采集宏观事件第一方发布快照；等待独立人工签核。
B-MACRO-HK-20250123-CPI-1299,human_attestation_missing,已采集宏观事件第一方发布快照；等待独立人工签核。
B-MACRO-HK-20250131-GDP-0700,human_attestation_missing,已采集宏观事件第一方发布快照；等待独立人工签核。
B-MACRO-US-20240911-CPI-JPM,official_event_snapshot_unfetchable,官方事件 URL 可定位，但自动抓取失败。
B-MACRO-US-20241101-NFP-JPM,official_event_snapshot_unfetchable,官方事件 URL 可定位，但自动抓取失败。
B-MACRO-US-20250115-CPI-AAPL,official_event_snapshot_unfetchable,官方事件 URL 可定位，但自动抓取失败。
B-MACRO-US-20250207-NFP-MSFT,official_event_snapshot_unfetchable,官方事件 URL 可定位，但自动抓取失败。
